                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  3.218,                 3.2736,                 4.1453,                0.00311,                0.83529,                0.19379,                0.04732,                 3.2542,                 3.5931,                 3.9851,             0.00065359,             0.00065359,             0.00065359
